ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Agencija,Beograd,"Izdajemo renoviran, lux, dvosoban stan u srcu Dorćola, na par ulica od Knez Mihajlove, Trga Republike, Kalemegdana, šetališta uz Dunav. Stan je veoma...",VII/10,Opština Stari grad,800.0,2023-03-25,2.0,50.0,Pančićeva,Dorćol,"Dorćol, lux, 50 kvm",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dorcol-lux-50-kvm/5425642841346?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",II/8,Opština Novi Beograd,450.0,2023-03-24,1.5,35.0,Bulevar Zorana Đinđića,Fontana,Novi Beograd - Fontana Studentski Grad ID#52120,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---fontana-studentski-grad-id5212/5425642935369?kid=1
Agencija,Beograd,"Prazan stan za izdavanje kod Beogradjanke U ulici Admirala Geprata, za izdavanje prazan stan kao stambeni ili kancelarijski prostor. Stan se sastoji...",VPR,Opština Savski venac,1000.0,2023-03-24,3.0,60.0,Admirala Geprata,Beograđanka,Prazan stan za izdavanje kod Beogradjanke ID#30835,https://www.halooglasi.com/nekretnine/izdavanje-stanova/prazan-stan-za-izdavanje-kod-beogradjanke-id3/5425642935367?kid=1
Agencija,Beograd,"Renoviran, luksuzan trosoban stan u najlešem delu grada, preko puta Botaničke bašte u dobro održavanoj zgradi. Stan se izdaje bez nameštaja sa...",II/4,Opština Palilula,2500.0,2023-03-25,3.0,162.0,Takovska,Botanička bašta,Luksuzan stan kod Botaničke Bašte ID#1248,https://www.halooglasi.com/nekretnine/izdavanje-stanova/luksuzan-stan-kod-botanicke-baste-id1248/5425642376613?kid=1
Vlasnik,Beograd,Stan sa zasebnim ulazom,PR/1,Opština Grocka,150.0,2023-03-25,2.0,25.0,Zdravka Celara 26,Kaluđerica,"Izdavanje stana od 25m2,zaseban ulaz, Kaludjerica",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stana-od-25m2-zaseban-ulaz-kaludjer/5425641876543?kid=1
Agencija,Beograd,"Izdaje se dvoiposoban namesten stan. Od prostorija ima hodnik, kuhinjsko-trpezarijski deo, kupatilo,, dve soavace sobe i terasu. Mesecno placanje i...",IV/6,Opština Voždovac,550.0,2023-03-24,2.5,65.0,Dragice Končar,Braće Jerković,Izdaje se dvoiposoban namesten stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-dvoiposoban-namesten-stan/5425642935403?kid=1
Vlasnik,Beograd,"Stan jepotpuno opremljen svim stvarima i uredjajima i kao takav se izdaje. Enterijer je nov i nekoriscen, moderan sa kvalitetnim elementima, 2...",I/2,Opština Novi Beograd,900.0,2023-03-24,2.0,130.0,Surčinska,Ledine,Lux potpuno nov i namesten stan ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-potpuno-nov-i-namesten-stan/5425642579469?kid=1
Agencija,Beograd,"Izdaje se stan – poslovni prostor na trećem poslednjem spratu, zasebnog objekta - kuće u vlasništvu fizičkog lica, uz sam park Šumice. Sastoji se od...",III/3,Opština Voždovac,600.0,2023-03-25,2.0,65.0,Ustanička,Šumice,Voždovac - Šumice - Hotel Srbija ID#17559,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac---sumice---hotel-srbija-id17559/5425642841997?kid=1
Agencija,Beograd,"Renoviran stan,dvorišno orjentisan pa nema buke,dnevna+sp.soba+prostorija garderober,cg (info 6000din),klima,pvc, useljiv 600e+DEP+ag.provizija 50%...",VPR/4,Opština Savski venac,600.0,2023-03-25,1.5,36.0,Miloša Pocerca,Klinički centar,Klinički centar-1.5 stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/klinicki-centar-1-5-stan/5425642842876?kid=1
Agencija,Beograd,"Izdaje se stan – poslovni prostor koji se sastoji od višenamenske prostorije sa kuhinjom površine oko 30m2 sa izlaskom na terasu površine oko 10m2,...",I/3,Opština Voždovac,370.0,2023-03-25,1.0,40.0,Ustanička,Šumice,Voždovac - Šumice - Hotel Srbija ID#17558,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac---sumice---hotel-srbija-id17558/5425642841977?kid=1
Vlasnik,Beograd,"Stan je potpuno opremljen svim stvarima i uredjajima i kao takav se izdaje. Enterijer je nov i nekoriscen, moderan sa kvalitetnim elementima,...",II/2,Opština Novi Beograd,850.0,2023-03-24,2.0,100.0,"Surcinska 209, Glavni put",Ledine,Lux Potpuno nov i namesten stan ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-potpuno-nov-i-namesten-stan/5425641490689?kid=1
Agencija,Beograd,"Palilula, Karaburma - Dr Nika Miljanića 3.0, 68m2 (lođa 7m2), III sprat, TA, podrum Izdaje se renoviran i namešten stan. Prostorije: dnevna soba,...",III,Opština Palilula,400.0,2023-03-24,3.0,68.0,Dr Nika Miljanića,Karaburma,"Palilula, Karaburma - Dr Nika Miljanića",https://www.halooglasi.com/nekretnine/izdavanje-stanova/palilula-karaburma---dr-nika-miljanica/5425642935281?kid=1
Agencija,Beograd,"Renoviran stan u kući na odličnoj lokaciji; struktura: ulazni hodnik, dnevni boravak sa kuhinjom, spavaća soba, kupatilo; TA grejanje, KTV; niski...",PR/1,Opština Zvezdara,400.0,2023-03-25,2.0,50.0,Ljubljanska,Bulbulder,"Zvezdara, Bulbuder, 50m2, 2.0, renoviran",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara-bulbuder-50m2-2-0-renoviran/5425642839184?kid=1
Agencija,Beograd,"Izdajemo namešten stan, na Novom Beogradu, blok 45, kod TC Enjub. Pozicioniran je u mirnom parkovskom okruženju, sa mnogo zelenila, preko puta...",V/12,Opština Novi Beograd,400.0,2023-03-25,2.5,53.0,Jurija Gagarina,Blok 45 (TC Enjub),"Izdajemo namešten stan, Novi Beograd, Tc Enjub, ",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajemo-namesten-stan-novi-beograd-tc-enjub/5425642937007?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",IV/7,Opština Novi Beograd,750.0,2023-03-25,3.0,74.0,Nehruova,Blok 44 (TC Piramida),Novi Beograd - Blok 44 ID#52124,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-44-id52124/5425642936202?kid=1
Agencija,Beograd,"Odličan jednosoban stan u Profesorskoj koloniji. Visina je prvog sprata, stan orijentisan ka dvorištu - zapadna strana. Izdaje se na duži vremenski...",VPR/5,Opština Palilula,500.0,2023-03-24,1.0,38.0,Čarlija Čaplina,Profesorska kolonija,Čarlija Čaplina Profesorska kolonija Palilula B...,https://www.halooglasi.com/nekretnine/izdavanje-stanova/carlija-caplina-profesorska-kolonija-palilula/5425642935365?kid=1
Vlasnik,Beograd,"Izdajem namesten stan na bezanijskoj kosi.Stan je renoviran,svi aparati su novi.Poseduje centralno grejanje,parking i lift.",VI/6,Opština Novi Beograd,350.0,2023-03-24,1.5,40.0,Srđana Aleksića,Bežanijska kosa 2,Izdajem stan na Bezanijskoj kosi,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-na-bezanijskoj-kosi/5425642841864?kid=1
Vlasnik,Beograd,"Izdaje se prelep dvosoban stan, potpuno nov i kompletno opremljen. Sastoji se od prostranog dnevnog boravka,velike spavaće sobe, kuhinje sa...",IV/30,Opština Novi Beograd,1250.0,2023-03-24,2.0,60.0,Omladinskih brigada,Blok 65,West Kula - dvosoban namesten,https://www.halooglasi.com/nekretnine/izdavanje-stanova/west-kula---dvosoban-namesten/5425642720215?kid=1
Agencija,Beograd,Za vise informacija pozvati 0631422642,I,Opština Čukarica,300.0,2023-03-24,2.0,36.0,Kopaonička,Žarkovo,Izdaje se 2.0-36kv,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-0-36kv/5425642742175?kid=1
Vlasnik,Beograd,dvosoban stan na duzi period struja posebna stan je useljiv od 1 4 2023 obavezan depozit.,PR/3,Opština Zvezdara,350.0,2023-03-24,2.0,45.0,focanska,Kluz,izdajem dvosoban stan konplet namesten,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-dvosoban-stan-konplet-namesten/5425634340014?kid=1
Agencija,Beograd,"LUX stan, kompletno nemešten, 100m2(T), velika terasa, po strukturi 2-3 soban, 1-2 spavaće soba, veliki dnevni boravak (open space). Etažno grejanje...",PR,Opština Palilula,1000.0,2023-03-24,3.0,100.0,Draginje  Adamovic,Višnjička Banja,"Visnjicka banja, lux namešten stan 100m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/visnjicka-banja-lux-namesten-stan-100m2/5425642841351?kid=1
Vlasnik,Beograd,"Izdajem renoviran namesten stan na Vozdovcu, Medakovic 2, ulica Radovana Simica-Cige. 1.5- stan 42m2, pogled na prirodu. Kablovska je besplatna,...",VIII/13,Opština Voždovac,350.0,2023-03-24,1.5,42.0,Radovana Simića Cige,Medaković 2,"Vozdovac, Medakovic II - Radovana Simica Cige",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac-medakovic-ii---radovana-simica-cige/5425642936098?kid=1
Agencija,Beograd,"TC Stadion - Dimitrija Marinkovića, 84m2, po strukturi dve spavaće sobe i dnevni boravak, na visokom prizemlju privatne kuće, kompletno namešten,...",,Opština Voždovac,500.0,2023-03-23,3.0,84.0,Dimitrija Marinkovića,TC Stadion,"TC Stadion, trosoban stan, namešten, terasa",https://www.halooglasi.com/nekretnine/izdavanje-stanova/tc-stadion-trosoban-stan-namesten-terasa/5425642931685?kid=1
Agencija,Beograd,izdaje se prelep stan u ulici Dragoslava Srejovića. Za svaku preporuku Agencijska provizija 50%. ID oglasa: 57093.,,Opština Palilula,400.0,2023-03-24,1.5,42.0,Dragoslava Srejovića,Karaburma,"Beograd, Karaburma, Stan, 1.5, 42m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-karaburma-stan-1-5-42m2/5425642935701?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",I/2,Opština Zemun,450.0,2023-03-24,2.0,67.0,Vladimira Nikolića,Kalvarija,Zemun - Kalvarija ID#52122,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---kalvarija-id52122/5425642935699?kid=1
Agencija,Beograd,"Lux, dizajnerski stan u novoizgadjenom kompleksu A blok. Stan ima jednu spavaću sobu, kupatilo sa tuš kabinom i terasu. Stan poseduje kalorimetre....",IV/7,Opština Novi Beograd,950.0,2023-03-23,2.0,50.0,Jurija Gagarina,Blok 67a (A blok),"Dizajnerski, lux stan, A blok, garaža ID 1111",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dizajnerski-lux-stan-a-blok-garaza-id-1111/5425635852158?kid=1
Agencija,Beograd,4.0 stan za izdavanje koji se nalazi u okviru projekta Park 11 u novoizgradjenoj zgradi na Novom Beogradu. Stan se sastoji od dnevne sobe koja je...,V/8,Opština Novi Beograd,2800.0,2023-03-23,4.0,135.0,Aleksinačkih rudara,Opština,Ekskluzivan četvorosoban stan u Parku 11 na Novom ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ekskluzivan-cetvorosoban-stan-u-parku-11-na-n/5425642654116?kid=1
Vlasnik,Beograd,"Izdajem lep, kompletno namesten stan u mirnom delu grada.(Julino brdo)Placanje mesecno.Useljiv odmah,depozit u visini jedne mesecne kirije.Stambena...",II/5,Opština Čukarica,300.0,2023-03-23,1.0,40.0,Marine Velickovic,Julino brdo,"Zarkovo, jednosoban kompletno namesten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zarkovo-jednosoban-kompletno-namesten/5425636475531?kid=1
Agencija,Beograd,"Namešten, 3.0, cg, 8/21, lift, terasa, pet friendly Dvostrano orijentisan, funkcionalan stan. Ispred zgrade se nalazi parking za stanare. Kućni...",VIII/21,Opština Voždovac,700.0,2023-03-24,3.0,105.0,Vojvode Stepe,Voždovačka crkva,"Voždovačka crkva, Vojvode Stepe, 105m2 ID#4719",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovacka-crkva-vojvode-stepe-105m2-id4719/5425642841339?kid=1
Agencija,Beograd,"Namešten, 3.0, eg, renoviran, 4/6, lift, pet friendly Renoviran, prostran, svetao trosoban stan na uglu sa Birčaninovom. Dvostran, gleda na...",IV/6,Opština Savski venac,1000.0,2023-03-24,3.0,68.0,Kneza Miloša,Centar,"Centar, Kneza Miloša, 68m2 ID#4996",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-kneza-milosa-68m2-id4996/5425642935698?kid=1
Vlasnik,Beograd,"Odlicno garazno mesto u podzemnoj garazi. Slobodno od 1.04.2023.Ugovor na najmanje 6 meseci, 120€ mesecno.",SUT/3,Opština Voždovac,120.0,2023-03-23,0.5,13.0,Matavuljeva,Lekino brdo,Parking mesto u garazi na Lekinom brdu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/parking-mesto-u-garazi-na-lekinom-brdu/5425642931290?kid=1
Agencija,Beograd,"- Izdajemo izuzetno svetao i lux opremnjen stan u Krfskoj ulici na Zvezdari. - Blizina centra, škola, vrtića. - Depozit u visini jedne kirije....",V/5,Opština Zvezdara,1500.0,2023-03-23,3.0,94.0,Krfska,Bulbulder,"Beograd, Bulbulder, Stan, 3.0, 94m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-bulbulder-stan-3-0-94m2/5425642930674?kid=1
Vlasnik,Beograd,"Izdajem stan na Vidikovcu, dvosoban, 60kvadrata sa dve terase. Grejanje na struju. ",I/3,Opština Rakovica,550.0,2023-03-24,2.0,60.0,Sretena Mladenovica,Vidikovac,Stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan/5425642935427?kid=1
Agencija,Beograd,"- Izdajem dvosoban, namešten, vrlo komforan stan u blizini Zire. - Odmah useljiv - Depozit u visni jedne kirije. Agencijska provizija 50%. ID oglasa:...",II/4,Opština Palilula,1000.0,2023-03-23,2.0,65.0, Nikodima Milaša,Profesorska kolonija,"Beograd, Profesorska kolonija, Stan, 2.0, 65m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-profesorska-kolonija-stan-2-0-65m2/5425642930673?kid=1
Agencija,Beograd,"300m ok okretnice 26. stvarna kvadratura 100m2, dvostran, velika terasa, Stan ima pripadajuiće parking mesto. Cg na gas.",III/3,Opština Voždovac,1000.0,2023-03-23,4.5,100.0,Vojvode Vlahovića,Vojvode Vlahovića,"Vojvode Vlahovića, 100m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vojvode-vlahovica-100m2/5425642761350?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VPR/4,Opština Novi Beograd,600.0,2023-03-23,1.5,50.0,Gandijeva,Blok 70 (kineski tržni centar),Novi Beograd - Blok 70 Cetvorospratnice ID#52102,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-70-cetvorospratnice-id521/5425642930659?kid=1
Agencija,Beograd,Za vise informacija pozvati na 0631422642,I,Opština Vračar,1000.0,2023-03-26,2.5,65.0,GAJEVA,Crveni krst,"Izdaje se 2.5-65kv,nov,namesten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-5-65kv-nov-namesten/5425636319171?kid=1
Vlasnik,Beograd,Stan za izdavanje u jednom od najlepsih delova grada u zgradi luksuznog kvaliteta gradnje. Opremljen vrhunskom tehnikom i modernim namestajem. Tri...,II/4,Opština Voždovac,1100.0,2023-03-23,3.0,77.0,Jove Ilića,Autokomanda,Lux stan za izdavanje u Jove Ilica,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-za-izdavanje-u-jove-ilica/5425642929845?kid=1
Agencija,Beograd,"Stan se nalazi u novijoj zgradi sa čistim i urednim ulazom. Zgrada je okružena sa puno parkova, a kraj je miran i infrastrukturno potpuno uredjen sa...",PR/5,Opština Vračar,1600.0,2023-03-23,3.0,60.0,Mihaila Gavrilovića,Južni bulevar,"Vračar, Neimar, 60 m2, 3.0, odmah useljiv, garaža",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-neimar-60-m2-3-0-odmah-useljiv-garaza/5425642931468?kid=1
Vlasnik,Beograd,"Komforan, svetao i topao stan. Useljiv od 1.aprila. Mesecni računi vrlo niski. Boban- Tel. 1.",III/4,Opština Palilula,300.0,2023-03-23,2.0,59.0,Danka Popovića,Krnjača,"Dvosoban stan, Krnjača, iza Metroa",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-krnjaca-iza-metroa/5425642929934?kid=1
Agencija,Beograd,"Izdaje se trosoban stan funkcionalnog rasporeda sa izdvijenim spavaćim blokom. Opremljen je novim nameštajem i belom tehnikom Bosch i Beko, veš...",III/4,Opština Voždovac,800.0,2023-03-26,3.5,68.0,Ljube Kovačevića,Dušanovac,"Ljube Kovačevica, Dušavovac, Voždovac",https://www.halooglasi.com/nekretnine/izdavanje-stanova/ljube-kovacevica-dusavovac-vozdovac/5425642665527?kid=1
Agencija,Beograd,"Luksuzno opremljen stan na Vracaru, nova zgrada, blizina prodavnica, prevoza, skole i parka, kucni ljubimci dobrodosli",I/5,Opština Vračar,800.0,2023-03-26,2.0,40.0,Sazonova,Čubura,"Vračar, lux, pet friendly",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-lux-pet-friendly/5425642719430?kid=1
Agencija,Beograd,"Renoviran, komforan stan, opremljen kuhinjskim elementima, dve velike prostorije po 20m2, u samom centru grada, veoma pogodan kao poslovni prostor....",I/4,Opština Stari grad,680.0,2023-03-23,2.0,60.0,Kneza Mihaila,Centar,"Centar, renoviran, može i pp, ID 15412",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-renoviran-moze-i-pp-id-15412/5425642931466?kid=1
Agencija,Beograd,"Renoviran, komforan dupleks u maloj zgradi sa par stanova, potpuno opremljen, na prvom nivou nalazi se dnevni boravak, trpezarija, kuhinja sa...",I/1,Opština Voždovac,1850.0,2023-03-23,4.0,90.0,Gostivarska,Voždovačka crkva,"Voždovačka crkva, renoviran, dupleks, ID 19985",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovacka-crkva-renoviran-dupleks-id-19985/5425642931460?kid=1
Agencija,Beograd,"Potpuno renoviran stan, nov namestaj, odlicna lokacija, blizina prodavnica, prevoza i skola, useljiv odmah",II,Opština Novi Beograd,500.0,2023-03-26,2.0,40.0,Zemunska,Bežanijska kosa 1,"Lux, kompletno namesten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-kompletno-namesten/5425642939564?kid=1
Agencija,Beograd,"Cvetni trg, novogradnja sa garažom, useljiv. ID: 8731 Provizija za Zakupca 50% ",I,Opština Vračar,1500.0,2023-03-26,3.0,77.0,Mišarska,Cvetni trg,"Cvetni trg, novogradnja sa garažom",https://www.halooglasi.com/nekretnine/izdavanje-stanova/cvetni-trg-novogradnja-sa-garazom/5425635234759?kid=1
Agencija,Beograd,Parking 70E.Za vise informacja pozvati 0631422642,II,Opština Zvezdara,650.0,2023-03-23,2.5,50.0,Živojina Žujovića,Lion,"Izdaje se 2.5-50kv,nov,Parking",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-5-50kv-nov-parking/5425634343141?kid=1
Agencija,Beograd,"2.5,64kvm, namešten,dnevna+2 sp.sobe,stan je dvorišno orjentisan pa nema buke,maš.za sudove,američki plakari, spušteni plafoni,zastakljena...",III/6,Opština Zvezdara,650.0,2023-03-23,2.5,65.0,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Nov 2.5 stan sa garažom,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-2-5-stan-sa-garazom/5425642837416?kid=1
Agencija,Beograd,"Izdaje se dvosoban namešten stan u novom naselju na Galenici, ulica Dunavskih virova. Stan je kompletno namešten i odmah useljiv. Ne izdaje se...",II/7,Opština Zemun,500.0,2023-03-26,2.0,57.0,Dunavskih virova,Galenika,"Dunavskih virova, 2.0 namešten; no foreigners ID#1",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dunavskih-virova-2-0-namesten-no-foreigners-i/5425642939032?kid=1
Agencija,Beograd,Izdaje se trosoban namešten stan u Bloku 64. Stan je kompletno opremljen. Poseduje parking mesto u garaži. Stan se nalazi u zgradi novije gradnje....,II/5,Opština Novi Beograd,1200.0,2023-03-26,3.0,91.0,Gandijeva,Blok 64,"Blok 64, 3.0 namešten,garaža ID#815978",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-64-3-0-namesten-garaza-id815978/5425642939031?kid=1
Agencija,Beograd,"Mutapova, 2/3, Lux renoviran salonac. namešten. Dvostran. Parking zona II. Infostan 1900, grejanje po potrošnji, održavanje 1000 dinara. Mesečno...",II/3,Opština Vračar,1500.0,2023-03-23,3.5,86.0,Mutapova,Kalenić pijaca,"Kalenić pijaca, 86m2, II, eg, uknj.",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalenic-pijaca-86m2-ii-eg-uknj/5425642930654?kid=1
Agencija,Beograd,"Majke Jevrosime, 1/5, Kompletno opremljen stan na izuzetnoj lokaciji u blizini Narodne Skupštine. sastoji se od predsoblja, kupatila i kombinovane...",I/5,Opština Stari grad,350.0,2023-03-23,0.5,20.0,Majke Jevrosime,Skupština,"Skupština-Majke Jevrosime, 20m2, I, cg,",https://www.halooglasi.com/nekretnine/izdavanje-stanova/skupstina-majke-jevrosime-20m2-i-cg/5425642930653?kid=1
Vlasnik,Beograd,"Ovaj predivan dvosobni stan nalazi se na izuzetnoj lokaciji na Savskom vencu, u neposrednoj blizini Hrama Svetog Save i Manjež parka. Nalazi se u...",PSUT/5,Opština Savski venac,700.0,2023-03-26,2.0,60.0,Kralja Milutina 71,Klinički centar,"60m2, Savski venac, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/60m2-savski-venac-beograd/5425642939559?kid=1
Agencija,Beograd,"Strogi centar 2.0 60m2 50m od hotela Moskva, početak Balkanske, rav data:text/mce-internal,napomena,Balkanske ni deo. Parking. Stan je salonskog...",I/6,Opština Stari grad,1000.0,2023-03-26,2.0,60.0,Balkanska,Terazije,"Beograd, Terazije, Stan, 2.0, 60m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-terazije-stan-2-0-60m2/5425642845741?kid=1
Agencija,Beograd,"Vračar, Kalenić pijaca, 117m2, po strukturi stan sa tri spavaće sobe i velikim dnevnim boravkom, na IV spratu, lift, dvostrano orjentisan, svetao...",IV,Opština Vračar,1500.0,2023-03-26,4.0,117.0,,Kalenić pijaca,"Kalenić pijaca, 3 spavaće sobe,2 kupatila,namešten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalenic-pijaca-3-spavace-sobe-2-kupatila-name/5425642442256?kid=1
Agencija,Beograd,Za vise informacija pozvati 0631422642,XIX,Opština Savski venac,1500.0,2023-03-26,2.0,55.0,Bulevar Vudroa Vilsona,Beograd na vodi,"BW Lux 2.0-55kv,nov,garaza",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-lux-2-0-55kv-nov-garaza/5425642664593?kid=1
Agencija,Beograd,"Agencijski ID: 96137, 5/6, klima, lift, francuski balkon, terasa, stambena zgrada. Kompletno renoviran i namešten stan sa pogledom na park i restoran...",V/6,Opština Palilula,650.0,2023-03-26,2.0,45.0,Vojvode Dobrnjca,Botanička bašta,"Palilula, Botanička bašta, Vojvode Dobrnjca, 2.0, ",https://www.halooglasi.com/nekretnine/izdavanje-stanova/palilula-botanicka-basta-vojvode-dobrnjca-2-0/5425642939027?kid=1
Agencija,Beograd,"Agencijski ID: 96150, 5/, klima, lift, stambena zgrada. Na duzi vremenski period. Agencijska provizija 50% od jedne zakupnine.",V,Opština Savski venac,600.0,2023-03-26,1.5,44.0,Lomina,Centar,"Savski venac, Centar, Lomina, 1.5, 44m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/savski-venac-centar-lomina-1-5-44m2/5425642939026?kid=1
Agencija,Beograd,Izdaje se četvorosoban lux stan na Dedinju. Stan je useljiv. Poseduje opremljenu kuhinju i kupatilo. Agencijska provizija je 50% od ugovorene cene...,I/3,Opština Savski venac,1000.0,2023-03-26,2.0,98.0,Dr Vojislava Stojanovića,Dedinje,"Dedinje, 4.0 lux, polunamešten ID#15352",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dedinje-4-0-lux-polunamesten-id15352/5425642535415?kid=1
Agencija,Beograd,Svetao stan u zgradi iz 2016. godine bez lifta. Stan poseduje garažno mesto koje je uračunato u cenu stana. Stan se sastoji od dnevne sobe sa...,II/3,Opština Zvezdara,450.0,2023-03-26,2.0,39.0,Svetog Klimenta,Konjarnik,"Konjarnik, 2.0 namešten, garaža ID#15731",https://www.halooglasi.com/nekretnine/izdavanje-stanova/konjarnik-2-0-namesten-garaza-id15731/5425642756164?kid=1
Vlasnik,Beograd,Izdajem Lux 2.0 namešten stan na Vračaru u Novoj zgradi. Stan je useljen 2019. godine. Nalazi se na prvom spratu zgrade u ulici Gospodara Vučića. Ima...,I/4,Opština Vračar,500.0,2023-03-26,2.0,48.0,Gospodara Vučića,Gospodara Vučića,Lux 2.0 namešten stan na Vračaru,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-2-0-namesten-stan-na-vracaru/5425642939761?kid=1
Agencija,Beograd,"Ova nesvakidašnja nekretnina se nalazi u jednoj od najlepših zgrada, preko puta Parka Avijatičara u strogom centru Zemuna. Zbog svoje lokacije...",VPR/1,Opština Zemun,1100.0,2023-03-26,2.0,65.0,Avijatičarski trg,Centar,Salonac preko puta Parka Avijatičara ID#1149,https://www.halooglasi.com/nekretnine/izdavanje-stanova/salonac-preko-puta-parka-avijaticara-id1149/5425642663919?kid=1
Agencija,Beograd,Za vise informacija pozvati na 0631422642,II,Opština Vračar,60.0,2023-03-26,2.0,52.0,SAVE TEKELIJE,Čubura,"Lux apartman 2.0-52kv,stan na dan,garaza",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-apartman-2-0-52kv-stan-na-dan-garaza/4074079?kid=1
Vlasnik,Beograd,"Jedan slobodan apartman od 10.04.2023. Privatni studentski dom ""Akademac"" počeo sa radom 01.10.2018. Studentski dom se nalazi na mirnoj lokaciji na...",II/2,Opština Rakovica,165.0,2023-03-26,1.0,20.0,Oslobodjenja 45 (Vladimira Vujovića 30),Kneževac,"Privatni studentski dom ""Akademac""- jedan apartman",https://www.halooglasi.com/nekretnine/izdavanje-stanova/privatni-studentski-dom-akademac--jedan-apart/5425634252626?kid=1
Agencija,Beograd,"Stari grad, Kosovska, troiposoban, 110 kvm, 2/5 st,cg, lift, dve terase, dva mokra čvora, useljiv od 15.01.2023. Kompletno namešten salonski stan,...",II/5,Opština Stari grad,1100.0,2023-03-26,3.5,110.0,Kosovska,Skupština, Skupština- Kosovska – Salonski,https://www.halooglasi.com/nekretnine/izdavanje-stanova/skupstina--kosovska-salonski/5425642628356?kid=1
Agencija,Beograd,"Savski venac, Centar - Kneza Miloša 3.0, 80m2. 2/2, EG, klima, telefon, interfon. Renoviran salonac koji se nalazi pored kompleksa SkyLine. Nalazi se...",II/2,Opština Savski venac,1200.0,2023-03-26,3.0,80.0,Kneza Miloša,Centar,"Savski venac, Centar - Kneza Miloša, 80m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/savski-venac-centar---kneza-milosa-80m2/5425642663909?kid=1
