ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Vlasnik,Beograd,"U potpunosti namešten, komforan stan sa svim potrebnim uređajima i kliznim plakarima. Nalazi se u blizini prodajnog objekta LIDL, autobuske stanice....",III/6,Opština Voždovac,450.0,2023-03-26,1.5,42.0,Kaplara Momčila Gavrića,Naselje Stepa Stepanović,"Naselje Stepa Stepanovic, 1.5, 42m2, namešten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/naselje-stepa-stepanovic-1-5-42m2-namesten/5425642329772?kid=1
Agencija,Beograd,"Novogradnja 3.0 stan, izdavanje, Juzni bulevar Beograd – Vracar – Sumatovacka Prostran, konforan miran stan, sa dve spavaće sobe, velikom dnevnom i...",II/4,Opština Vračar,1500.0,2023-03-26,3.0,64.0,,Južni bulevar,"Izdavanje, stan, Sumatovacka, 64m2, ID293",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stan-sumatovacka-64m2-id293/5425642665886?kid=1
Agencija,Beograd,"U elitnom naselju West 65, dvosoban stan sa velikom terasom i garažnim mestom. Kompletno namešten sa ugradnim plakarima i belom tehnikom. U...",II,Opština Novi Beograd,1300.0,2023-03-26,2.0,60.0,Omladinskih brigada,Blok 65,Dvosoban West 65  lux,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-west-65-lux/5425642759755?kid=1
Agencija,Beograd,"Stan je na odličnoj lokaciji. Potpuno zaseban u kući, i potpuno namešten i sređen. U cenu je uračunato grejanje, stan useljiv od 05.03.2023....",VPR/2,Opština Voždovac,500.0,2023-03-26,2.0,54.0,Braće Kovač,Lekino brdo,Stan na odličnoj lokaciji ID#30087,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-odlicnoj-lokaciji-id30087/5425642846821?kid=1
Agencija,Beograd,"Na poklon - osiguranje nepokretnosti i stvari domaćinstva u trajanju od 1 godine!!! 2.0, 80m2, CG, PR/2, telefon, interfon. Kompletno sređen,...",PR/2,Opština Vračar,650.0,2023-03-26,2.0,80.0,Novopazarska,Kalenić pijaca,"2.0 stan na Vračaru, Novopazarska ID#1585",https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-stan-na-vracaru-novopazarska-id1585/5425642665873?kid=1
Agencija,Beograd,"Stan za izdavanje u kući na Banovom brdu, sa pripadajućim parking mestom u dvorištu. Nalazi se u blizini Ade ciganlije, Košutnjaka, šetališta,...",I/1,Opština Čukarica,1200.0,2023-03-26,4.0,125.0,,Banovo brdo,"Stan sa parkingom za izdavanje, 125m2, ID1616",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-sa-parkingom-za-izdavanje-125m2-id1616/5425642759306?kid=1
Agencija,Beograd,"Optimist nekretnine Vam nude namešten, salonski stan za stanovanje ili poslovni prostor, (može sa nameštajem ili bez) Tri spavaće sobe, dnevna soba,...",I/5,Opština Vračar,1100.0,2023-03-26,4.0,100.0,Njegoševa,Krunski venac,"Vračar, Njegoševa, 4.0, 100m2 ID#1853",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-njegoseva-4-0-100m2-id1853/5425642759301?kid=1
Agencija,Beograd,"Na poklon - osiguranje nepokretnosti i stvari domaćinstva u trajanju od 1 godine!!! 1.5, 30m2, CG, PR/IV, telefon, interfon, dvorište. Uknjižen....",PR/4,Opština Vračar,500.0,2023-03-26,1.5,30.0,Sinđelićeva,Crveni krst,"1.5 stan na Vračaru, Sinđelićeva ID#1662",https://www.halooglasi.com/nekretnine/izdavanje-stanova/1-5-stan-na-vracaru-sindjeliceva-id1662/5425642846830?kid=1
Agencija,Beograd,"Odličan dvosoban stan u Belvilu od 68m2 u zgradi Jorgovan. Apartmanski opremljen, sadrži sve sto vam je potrebno od uređaja, aparata... Dnevni...",XI/12,Opština Novi Beograd,1000.0,2023-03-24,2.0,68.0,,Blok 67 (Belvil),"Lux 2.0 stan od 68m2, Belvil",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-2-0-stan-od-68m2-belvil/5425642752735?kid=1
Vlasnik,Beograd,"Stan u Krunskoj, pre Beogradske ulice. Kablovska,internet,klima,basta,spavaca soba,radni sto,nekoliko ormana,kuhinja,trpezarija Stan je kompletno...",PSUT/3,Opština Vračar,650.0,2023-03-26,1.5,40.0,Krunska,Krunska,Prelep stan u Krunskoj sa bastom,https://www.halooglasi.com/nekretnine/izdavanje-stanova/prelep-stan-u-krunskoj-sa-bastom/5425642289110?kid=1
Agencija,Beograd,"Stan za izdavanje se nalazi na najboljoj lokaciji na Novom Beogradu. U blizini je TC Ušće, hotela Hayatt, Arene, parka Ušće, Dunavskog i Savskog...",PR/4,Opština Novi Beograd,1300.0,2023-03-26,4.0,100.0,,Ušće,"Stan za izdavanje, NBG, TC Ušće, 100m2, ID 1506",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje-nbg-tc-usce-100m2-id-1506/5425642115106?kid=1
Agencija,Beograd,"Izdajemo luksuzan dvosoban u Metropolitanu, arhitektonski najzahtevnijoj i ujedno najlepšoj zgradi u Beogradu na vodi. Metropolitan je zgrada koja se...",XIII/17,Opština Savski venac,1600.0,2023-03-24,2.5,68.0,,Beograd na vodi,"Lux, BW-Metropolitan, 68 m2 sa garažnim mestom",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-bw-metropolitan-68-m2-sa-garaznim-mestom/5425642934927?kid=1
Agencija,Beograd,"Komforan dvosoban namešten stan na Novom Beogradu, nedaleko od tržnog centra Piramida. Stan nudi dnevnu sobu u ravni sa kuhinjom i trpezarijom, kao i...",VI,Opština Novi Beograd,700.0,2023-03-24,2.0,61.0,,Blok 44 (TC Piramida),Dvosoban stan u blizini TC Piramida ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-u-blizini-tc-piramida/5425642935218?kid=1
Vlasnik,Beograd,"Izdajemo jednoiposoban stan u naselju Mirijevo, površine 44m2 - namešten (nov i moderan nameštaj, mašina za sudove, mašina za veš, klima uređaj, TV)....",II/4,Opština Zvezdara,500.0,2023-03-26,1.5,44.0,Podmorničara Đorđa Mitrovića,Mirijevo,Mirijevo 44m2 - novogradnja ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/mirijevo-44m2---novogradnja/5425642939812?kid=1
Agencija,Beograd,"Na poklon - osiguranje nepokretnosti i istvari domaćinstva u trajanju od 1 godine!!! 1.5, 42m2, EG, PR/II, telefon, interfon. Uknjižen. Lep, sređen...",PR/2,Opština Vračar,450.0,2023-03-26,1.5,42.0,Novopazarska,Hram svetog Save,"1.5 stan kod Hrama Svetog Save, Novopazarska ID#16",https://www.halooglasi.com/nekretnine/izdavanje-stanova/1-5-stan-kod-hrama-svetog-save-novopazarska-i/5425642846811?kid=1
Agencija,Beograd,"Stan na izdavanje, 2.5, odlična lokacija, neposredna blizina MIrijevskog Bulevara, vrtića, osnovne škole i VII beogradske gimnazije, megamarketa itd....",III/3,Opština Zvezdara,490.0,2023-03-26,2.5,53.0,Dragoslava Đorđevića Goše,Mirijevo,2.5 Mirijevo Dragoslava Đorđevića Goše,https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-5-mirijevo-dragoslava-djordjevica-gose/5425642940338?kid=1
Agencija,Beograd,U prilici smo da ponudimo dvosoban prazan stan za izdavanje u neposrednoj blizini Palate Pravde. Stan se sastoji od predsoblja iz koga se ulazi u sve...,II/6,Opština Savski venac,650.0,2023-03-24,2.0,56.0,Sarajevska,Palata pravde,"Palata pravde, Sarajevska, 56m2 ID#4309",https://www.halooglasi.com/nekretnine/izdavanje-stanova/palata-pravde-sarajevska-56m2-id4309/5425642659352?kid=1
Agencija,Beograd,"Sjajan primer velikog, perfektnog 3.5 salonca u zaštićenoj i obnovljenoj zgradi pedratne arhitekture. Stan je na II spratu, sa sjajnim vratima od...",II/4,Opština Savski venac,1500.0,2023-03-24,3.5,106.0,Vojvode Milenka,Klinički centar,"Lux, salonac ID#4311",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-salonac-id4311/5425642659351?kid=1
Agencija,Beograd,"Moderno sredjen stan smešten u novom kompleksu sa portirom (WEST 65) . Stan ima jednu spavaću sobu, terasu i garažu. Cena sa troškovima je 1200 eur....",II/6,Opština Novi Beograd,1000.0,2023-03-24,2.0,60.0,Omladinski brigada,Blok 65,"Moderan stan, West 65, ID 7623",https://www.halooglasi.com/nekretnine/izdavanje-stanova/moderan-stan-west-65-id-7623/5425642837696?kid=1
Agencija,Beograd,"Dve spavace sobe, velika dnevna soba, trpezarija, sank, kuhinja, hodnik sa velikim plakarom, kupatilo sa tus kabinom, ostava sa masinom za pranje i...",III/5,Opština Vračar,1400.0,2023-03-26,2.5,72.0, Cerska,Crveni krst,"Beograd, Crveni krst, Stan, 2.5, 72m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-crveni-krst-stan-2-5-72m2/5425642757616?kid=1
Agencija,Beograd,"Jednoiposoban stan u širem centru grada u zgradi sa dva lifta, centralnim grejanjem, odličnim pogledom. U blizini su Hala Pionir, Taš, veliki Maksi,...",XIII/13,Opština Palilula,550.0,2023-03-26,1.5,33.0,Cvijićeva,Profesorska kolonija,Stan sa pogledom,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-sa-pogledom/5425642550475?kid=1
Agencija,Beograd,"Stan u novoj zgradiNamešten kompletno sa odvojenom spavaćom sobom,hodnik,kupatilo i dnevna soba sa kuhinjom i trpezarijom.Nalazi se u blizini osnovne...",III/4,Opština Rakovica,400.0,2023-03-26,2.0,42.0,Crnojevića,Centar,Rakovica nov stan namešten,https://www.halooglasi.com/nekretnine/izdavanje-stanova/rakovica-nov-stan-namesten/5425642846138?kid=1
Agencija,Beograd,"U ponudi je odličan, renoviran, kompletno opremljen jednoiposoban stan na dobroj poziciji u Mirijevu. PVC stolarija, parket u dobrom stanju, poseduje...",,Opština Zvezdara,450.0,2023-03-24,1.5,37.0,Klanička Stara,Mirijevo,"Renoviran stan pogodan za jednu osobu ili par, Mir",https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-stan-pogodan-za-jednu-osobu-ili-par/5425642935310?kid=1
Agencija,Beograd,"Odličan stan u zgradi iz 90-tih godina. Veoma funkcionalan, prostran, svetao. Stan je polunamešten. Poželjno je da zakupac bude firma za poslovni...",III/5,Opština Vračar,1000.0,2023-03-24,2.0,70.0,Hadži Melentijeva,Hram svetog Save,Stan za poslovni prostor ID#30040,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-poslovni-prostor-id30040/5425642546333?kid=1
Agencija,Beograd,"Dorćol, 130 m2, odmah useljiv Dorćol, Milorada Gavrilovića, 4.0, 130m2, terasa, II/2, EG, KATV, internet, parking mesto. Sređen stan na Dorćolu, kod...",II/2,Opština Stari grad,1200.0,2023-03-26,4.0,130.0,Milorada Gavrilovića,Dorćol,"Stan za izdavanje Dorćol, 130m2, ID 1640",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje-dorcol-130m2-id-1640/5425642844633?kid=1
Vlasnik,Beograd,"Stan je renoviran i ponuđen kao polunamešten sa opremljenom kuhinjom, kupatilom i plakarima u predsoblju. Dodatni nameštaj uz dogovor i prema...",I/4,Opština Voždovac,450.0,2023-03-24,2.0,55.0,Bulevar oslobođenja,Banjica,Izdajem stan na Banjici 55m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-na-banjici-55m2/5425642934915
Agencija,Beograd,"Lux stan sa velikim privatnim dvorištem smešten na Vračaru. Stan se sastoji od dnevne sobe, kuhinje, 3 spavaće sobe i 2 kupatila. Stan ima parking...",I,Opština Vračar,1700.0,2023-03-24,4.0,138.0,,Čubura,"Renoviran duplex sa dvorištem, id 5679",https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-duplex-sa-dvoristem-id-5679/5425642487929?kid=1
Agencija,Beograd,"Prostran i dobro projektno organizovan stan ,u središtu zbivanja koje pruža lokacija Belvilla, na Novom Beogradu, u ponudi zakupa na duže. Stan ,koji...",IX/10,Opština Novi Beograd,900.0,2023-03-26,2.0,68.0,Jurija Gagarina,Blok 67 (Belvil),Namešten stan  stambeno-poslovnog kompleksa Belvil,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-stan-stambeno-poslovnog-kompleksa-be/5425642846133?kid=1
Agencija,Beograd,"Izdaje se opremljen dvosoban stan površine 67m2 + 2 terase na prvom spratu male vojne stambene zgrade. Stan je trostrano orjentisan, sunčan,...",I/2,Opština Zemun,450.0,2023-03-24,2.0,67.0,Vladimira Nikolića,Kalvarija,"Kalvarija, 2.0 namešten ID#16043",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalvarija-2-0-namesten-id16043/5425642935307?kid=1
Agencija,Beograd,"U blizini Trga Republike , 3.0 kompletno renoviran stan od 95 m2 na IV spratu salonske zgrade sa liftom, CG, klima, za poslovni prostor. Cena 1500Eur...",IV,Opština Stari grad,1500.0,2023-03-24,3.0,95.0,,Centar,"Centar,3.0, stan,za poslovni prostor,terasa",https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-3-0-stan-za-poslovni-prostor-terasa/5425642546235?kid=1
Agencija,Beograd,"Lux stan, kompletno opremljen moderno i kvalitetno, I sprat ali visina II sprata, lodja, garazno mesto, ag provizija 50 % ID 5774",I/6,Opština Vračar,950.0,2023-03-27,2.0,55.0,Kajmakcalanska,Crveni krst,"Lux , novo, garaža, ID 5774",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-novo-garaza-id-5774/5425642912855
Agencija,Beograd,"Jedinstveno kvalitetan stan u najboljoj zgradi na Novom Beogradu, u ulici Trešnjinog Cveta. Recepcija, obezbedjenje, video nadzor. Mermerni ulazi,...",VII/8,Opština Novi Beograd,2900.0,2023-03-24,4.0,128.0,Trešnjinog cveta,Opština,"Najbolja zgrada na Novom Beogradu, tri spavaće ID#",https://www.halooglasi.com/nekretnine/izdavanje-stanova/najbolja-zgrada-na-novom-beogradu-tri-spavace/5425642935306?kid=1
Agencija,Beograd,Za vise informacija pozvati na 0631422642,III,Opština Vračar,800.0,2023-03-24,2.0,50.0,Golubačka,Crveni krst,"Izdaje se 2.0-50kv,nov",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-0-50kv-nov/5425637013282?kid=1
Agencija,Beograd,"Kompletno opremljen stan u novogradnji, funkcionalan, garažno mesto uz doplatu od 80e. Useljiv od 01. maja 2023. godine Agencijska provizija se plaća...",I/6,Opština Zvezdara,600.0,2023-03-24,1.0,32.0,Ulcinjska,Lipov lad,"Lipov lad, novogradnja, garaža, ID 19426",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lipov-lad-novogradnja-garaza-id-19426/5425642664792?kid=1
Agencija,Beograd,"ZepTerra, luksuzan dvosoban stan sa garažom. Ag. provizija 50% ID 8209",VI/9,Opština Novi Beograd,1300.0,2023-03-27,2.0,55.0,ZepTerra,Blok 65,"ZepTerra, Nov 2.0 stan, garaža, useljiv ID 8209",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zepterra-nov-2-0-stan-garaza-useljiv-id-8209/5425642828057?kid=1
Agencija,Beograd,"Belvil, luksuzan dvosoban stan Ag. provizija 50% ID 8207",XI/13,Opština Novi Beograd,1000.0,2023-03-27,2.0,68.0,Bulevar Crvene Armije,Blok 67 (Belvil),"Belvil, Lux 2.0 veći stan ID 8207",https://www.halooglasi.com/nekretnine/izdavanje-stanova/belvil-lux-2-0-veci-stan-id-8207/5425642828059?kid=1
Agencija,Beograd,"Hadzi Mustafina, renoviran dvosoban stan sa koriscenjem jednog dela dvorista, parking, inverter klima, useljiv. Stan je veiki dvosoban i ima malu...",I/2,Opština Zvezdara,600.0,2023-03-27,2.0,100.0,Hadzi Mustafina,Đeram pijaca,"Bulevar, 2.0 stan sa baštom, ID 7804",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bulevar-2-0-stan-sa-bastom-id-7804/5425642935363?kid=1
Agencija,Beograd,"U ponudi je stan na prestižnoj lokaciji, u okviru naselja West 65, u ekskluzivnoj zgradi West Tower. Zgrada ima 40 spratova sa panoramskim pogledom...",III,Opština Novi Beograd,1200.0,2023-03-24,2.0,56.0,Omladinskih brigada,Blok 65,"West 65, lux, novogradnja, garaža, ID 19554",https://www.halooglasi.com/nekretnine/izdavanje-stanova/west-65-lux-novogradnja-garaza-id-19554/5425642934822?kid=1
Agencija,Beograd,"Lux, mermerni ulaz, bešumni lift. 4.0 stan na Slaviji u novoj gradnji, nikad useljen, namešten lux. 3 m.č. (2 kupatila + toalet), odvojen spavaći...",VI/7,Opština Savski venac,1450.0,2023-03-24,4.0,89.0,Deligradska,Centar,4.0 stan na Slaviji u novoj gradnji ID#30031,https://www.halooglasi.com/nekretnine/izdavanje-stanova/4-0-stan-na-slaviji-u-novoj-gradnji-id30031/5425642437513?kid=1
Vlasnik,Beograd,"Dvosoban stan na Karaburmi, kod trznog centra BIG, za samce ili parove.Depozit obavezan.",III/4,Opština Palilula,300.0,2023-03-24,2.0,50.0,Homoljska,Karaburma,"Dvosoban, BIG, Karaburma",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-big-karaburma/5425642934913?kid=1
Agencija,Beograd,"ZepTerra, luksuzan dvosoban stan sa garažnim mestom. Ag. provizija 50% ID 8214",VII/8,Opština Novi Beograd,1500.0,2023-03-27,2.0,55.0,ZepTerra,Blok 65,"ZepTerra, 2.0 Lux, garaža, useljiv ID8214",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zepterra-2-0-lux-garaza-useljiv-id8214/5425642844671?kid=1
Vlasnik,Beograd,"Stan je slobodan.Polunamesten,sa kancelariskim namestajem,potpuo novim.Stan je kompletno renoviran ,sve novo.Odlicna pozicija kako za kancelariju...",II/5,Opština Vračar,800.0,2023-03-27,2.0,72.0,Njegoševa,Kalenić pijaca,"Stan u Njegosevoj br. 94,kod kalenic pijace",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-u-njegosevoj-br-94-kod-kalenic-pijace/5425642317873?kid=1
Vlasnik,Beograd,Kompletno namesten stan na 5. spratu sa terasom. Direktno od vlasnika. Useljivo odmah. Bez agencijske provizije sa moje strane Garazno mesto dostupno...,,Opština Novi Beograd,850.0,2023-03-27,2.0,50.0,Urosa Martinovica,Blok 67a (A blok),"A blok, dvosoban, 50 m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/a-blok-dvosoban-50-m2/5425636611987?kid=1
Agencija,Beograd,"OPIS NEKRETNINE: Nov, luksuzan 1.5 stan na odličnoj lokaciji u srcu Voždovca. Sve novo od nameštaja, podno grejanje. U mirnom kraju Voždovca. Parking...",I/4,Opština Voždovac,700.0,2023-03-24,2.0,48.0,Nestora Žučnog,Voždovačka crkva,"VOŽDOVAC, Nestora Žučnog",https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac-nestora-zucnog/5425642935304?kid=1
Vlasnik,Beograd,"Stan na odličnoj lokaciji, preko puta Urgentnog centra, ugradni plakari u stanu, dvostrano orjentisan, trosoban, vredi pogledati, Stan za svaku...",V/8,Opština Savski venac,750.0,2023-03-27,3.0,80.0,Resavska,Klinički centar,"Resavska, stan preko puta Urgentnog centra",https://www.halooglasi.com/nekretnine/izdavanje-stanova/resavska-stan-preko-puta-urgentnog-centra/5425642917482?kid=1
Vlasnik,Beograd,"iznajmljujem stan u neposrednoj blizini Narodnog pozorista,Sastoji se iz dnevnog boravka sa kuhinjom.spavace sobe i kipatila,Poseduje cg, klimu,...",I/6,Opština Stari grad,65.0,2023-03-27,2.0,33.0,Dositejeva,Dorćol,D-22 stan na dan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/d-22-stan-na-dan/5425599220769?kid=1
Vlasnik,Beograd,Izdajem kompletno namesten stan u blizini TC Zira,V/5,Opština Palilula,80.0,2023-03-27,3.0,70.0,Ivankovacka ,Mašinski fakultet,On Top 23,https://www.halooglasi.com/nekretnine/izdavanje-stanova/on-top-23/5425635611423?kid=1
Vlasnik,Beograd,"Izdajem kompletno opremljen stan koji se sastoji od hodnika, dnevne sobe, spavace sobe, kuhinje i trpezarije, kupatila i terase. U blizini se nalaze...",PR/5,Opština Novi Beograd,500.0,2023-03-27,2.0,40.0,Mileve Marić Ajnštajn,Blok 72,Izdajem kompletno opremljen stan - Novi Beograd,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-kompletno-opremljen-stan---novi-beogr/5425642942152?kid=1
Agencija,Beograd,"Na novom starom Dorćolu Srećno pozicioniran u novi savremeni kompleks atraktivne arhitekture sa intimnim ambijentima u zelenilu, nadomak epicentra...",II,Opština Stari grad,1300.0,2023-03-26,2.0,55.0,Venizelosova,Dorćol,Izdavanje luksuznog stana / 2.0 - Novi Dorcol,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-luksuznog-stana-2-0---novi-dorcol/5425642941353?kid=1
Agencija,Beograd,"Priroda u gradskom jezgru Zažmurite i zamislite da živite u neposrednoj blizini idiličnog šetališta na ušču dve velike reke, pored najlepšeg gradskog...",I,Opština Stari grad,1400.0,2023-03-26,2.0,59.0,,K-District,Izdavanje luksuznog stana u K- Distriktu / 2.0 ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-luksuznog-stana-u-k--distriktu-2-0/5425642941651?kid=1
Vlasnik,Beograd,"Odlicno organizovan,svetao i komforan stan.Sastoji se od terase,dnevne sobe sa trpezarijom ,spavace sobe ,kuhinje i kupatila. Ispred zgrade parking....",III/5,Opština Novi Beograd,450.0,2023-03-26,1.5,48.0,Dr Ivana Ribara,Blok 72,Novi Beograd,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd/5425642941146?kid=1
Vlasnik,Beograd,Izdaje se 2.0stan u polusuterenu porodicne kuce sa zasebnim ulazom.,PSUT,Opština Zemun,350.0,2023-03-26,2.0,45.0,Ćukovački kut,Ćukovac,Izdaje se 2.0 stan u Zemunu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-2-0-stan-u-zemunu/5425642940961?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VPR/2,Opština Zemun,2200.0,2023-03-26,4.0,160.0,Ugrinovačka,Gornji grad,Zemun - Ugrinovacka ID#51161,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---ugrinovacka-id51161/5425642740278?kid=1
